N,Z,residual(keV)
79,51,134.31299999999464
78,52,457.0399999999936
77,53,-66.18799999999464
76,54,-740.474000000002
75,55,-259.7540000000008
74,56,-266.775999999998
73,57,12.626000000003842
72,58,-252.91300000000047
71,59,354.5359999999928
70,60,-36.2390000000014
83,48,1148.239999999998
82,49,35.630999999993946
81,50,-344.5789999999979
80,51,128.58800000000338
79,52,328.9780000000028
78,53,-2.7269999999989523
77,54,-373.5749199999991
76,55,-575.5739999999932
75,56,-298.9579999999987
74,57,-249.26499999999942
73,58,-28.448000000003958
72,59,-20.664000000004307
71,60,161.9600000000064
84,48,1554.5710000000036
83,49,88.44600000000355
82,50,-606.5540000000037
81,51,-295.2820000000065
80,52,761.8029999999999
79,53,206.49800000000687
78,54,-378.97451
77,55,-432.6929999999993
76,56,-724.9030000000057
75,57,-253.57799999999406
74,58,-288.68799999999464
73,59,92.53599999999278
72,60,-235.81500000000233
83,50,-513.8899999999994
82,51,-523.5130000000063
81,52,282.86699999999837
80,53,362.69800000000396
79,54,-33.58299999999872
78,55,-330.9429999999993
77,56,-623.5120000000024
76,57,-394.3920000000071
75,58,-228.22299999999814
74,59,-137.59100000000035
73,60,-32.38000000000466
72,61,132.34700000000157
84,50,216.24099999999453
83,51,-459.0040000000008
82,52,366.24800000000687
81,53,86.55999999999767
80,54,424.1655699999974
79,55,-81.1649999999936
78,56,-610.0019999999931
77,57,-488.65899999999965
76,58,-562.898000000001
75,59,-208.0
74,60,-266.4429999999993
73,61,176.0920000000042
85,50,-232.2520000000004
84,51,129.66800000000512
83,52,331.2100000000064
82,53,50.820000000006985
81,54,96.63499999999476
80,55,208.0439999999944
79,56,-440.65499999999884
78,57,-523.4579999999987
77,58,-536.3080000000045
76,59,-465.872000000003
75,60,-243.61999999999534
74,61,-162.3289999999979
73,62,22.77799999999843
85,51,-346.8899999999994
84,52,574.721000000005
83,53,-15.22500000000582
82,54,430.83000000000175
81,55,1.1450000000040745
80,56,112.9210000000021
79,57,-357.48799999999756
78,58,-698.5500000000029
77,59,-480.4210000000021
76,60,-589.2970000000059
75,61,-9.922999999995227
74,62,-350.8990000000049
86,51,-50.391999999999825
85,52,66.23799999999756
84,53,223.7320000000036
83,54,296.5859999999957
82,55,224.2280000000028
81,56,-21.40099999999802
80,57,9.134999999994761
79,58,-468.7649999999994
78,59,-601.8139999999985
77,60,-523.9689999999973
76,61,-182.8579999999929
75,62,-181.65499999999884
74,63,264.09599999999773
86,52,64.00500000000466
85,53,-379.9100000000035
84,54,237.75599999999395
83,55,282.9719999999943
82,56,428.19400000000314
81,57,36.59200000000419
80,58,-165.86699999999837
79,59,-378.86699999999837
78,60,-667.1820000000007
77,61,-84.36999999999534
76,62,-387.7719999999972
75,63,370.3240000000005
87,52,-315.08000000000175
86,53,-500.9640000000072
85,54,-504.5859999999957
84,55,108.91199999999662
83,56,286.0819999999949
82,57,337.61900000000605
81,58,-37.74099999999453
80,59,-178.65200000000186
79,60,-576.929999999993
78,61,-311.0280000000057
77,62,-320.22900000000664
76,63,21.949000000000524
88,52,-237.44900000000052
87,53,-616.2229999999981
86,54,-486.4609999999957
85,55,-609.7379999999976
84,56,172.09500000000116
83,57,287.94100000000617
82,58,435.77300000000105
81,59,23.773000000001048
80,60,-237.24599999999919
79,61,-412.0460000000021
78,62,-435.945000000007
77,63,-45.945000000006985
76,64,-152.27799999999843
75,65,647.7220000000016
88,53,-496.66599999999744
87,54,-517.3089999999938
86,55,-537.3509999999951
85,56,-572.4919999999984
84,57,-29.843999999997322
83,58,238.94199999999546
82,59,365.4670000000042
81,60,-81.52000000000407
80,61,-82.9320000000007
79,62,-323.95900000000256
78,63,-65.6469999999972
77,64,-34.23099999999977
76,65,449.15699999999924
89,53,-612.9689999999973
88,54,-389.64800000000105
87,55,-554.5559999999969
86,56,-542.2569999999978
85,57,-663.9499999999971
84,58,17.104000000006636
83,59,323.63300000000163
82,60,409.945000000007
81,61,-221.53599999999278
80,62,-181.92999999999302
79,63,-258.929999999993
78,64,-299.5219999999972
77,65,500.4780000000028
89,54,-352.8819999999978
88,55,-355.51900000000023
87,56,-407.20500000000175
86,57,-461.4670000000042
85,58,-546.377999999997
84,59,-18.19999999999709
83,60,97.69000000000233
82,61,289.3359999999957
81,62,-187.13499999999476
80,63,-431.3110000000015
79,64,-261.3110000000015
78,65,40.807999999997264
77,66,91.05099999999948
90,54,-132.30099999999948
89,55,-281.362000000001
88,56,-247.13000000000466
87,57,-279.6600000000035
86,58,-441.94199999999546
85,59,-460.5880000000034
84,60,-68.0280000000057
83,61,153.88400000000547
82,62,274.37399999999616
81,63,-339.1750000000029
80,64,-449.5109999999986
79,65,-8.18800000000192
78,66,-390.09100000000035
77,67,500.47899999999936
91,54,186.66300000000047
90,55,-84.42399999999907
89,56,-176.18300000000454
88,57,-135.3249999999971
87,58,-137.05899999999383
86,59,-335.99000000000524
85,60,-542.0040000000008
84,61,-57.505999999993946
83,62,-21.40700000000652
82,63,98.47599999999511
81,64,-146.62600000000384
80,65,-669.6929999999993
79,66,127.39299999999639
78,67,-0.11299999999755528
92,54,325.0500000000029
91,55,249.62000000000262
90,56,333.73099999999977
89,57,168.82600000000093
88,58,304.1319999999978
87,59,316.5139999999956
86,60,-485.91599999999744
85,61,-424.3600000000006
84,62,-166.36000000000058
83,63,-57.603000000002794
82,64,94.17699999999604
81,65,-113.64400000000023
80,66,-294.9279999999999
79,67,581.773000000001
78,68,-242.01900000000023
92,55,249.92700000000332
91,56,395.96399999999994
90,57,351.6030000000028
89,58,356.09799999999814
88,59,405.9070000000065
87,60,33.20600000000559
86,61,-301.98399999999674
85,62,-646.0479999999952
84,63,-204.61100000000442
83,64,-166.92799999999988
82,65,257.32600000000093
81,66,73.95299999999406
80,67,-7.1010000000023865
79,68,242.1860000000015
78,69,155.59300000000076
93,55,589.0500000000029
92,56,445.08899999999994
91,57,481.25800000000163
90,58,241.57600000000093
89,59,454.5479999999952
88,60,241.93399999999383
87,61,184.12300000000687
86,62,-316.06699999999546
85,63,-517.4820000000036
84,64,-229.4189999999944
83,65,113.05299999999988
82,66,340.6030000000028
81,67,108.83400000000256
80,68,-158.99700000000303
79,69,564.9660000000003
93,56,699.3799999999974
92,57,660.0789999999979
91,58,610.0789999999979
90,59,590.6269999999931
89,60,634.4649999999965
88,61,595.596000000005
87,62,124.10199999999895
86,63,-111.31699999999546
85,64,-727.1729999999952
84,65,21.361000000004424
83,66,186.00999999999476
82,67,324.14600000000064
81,68,-101.62099999999919
94,56,650.2010000000009
93,57,658.8530000000028
92,58,703.1370000000024
91,59,599.4909999999945
90,60,710.0489999999991
89,61,1032.6640000000043
88,62,368.6640000000043
87,63,317.63099999999395
86,64,-424.05100000000675
85,65,-525.7890000000043
84,66,60.38199999999779
83,67,364.1080000000002
82,68,198.67700000000332
94,57,739.6610000000001
93,58,504.94200000000274
92,59,490.31900000000314
91,60,786.8169999999955
90,61,743.7400000000052
89,62,893.5200000000041
88,63,746.9020000000019
87,64,141.08000000000175
86,65,26.45900000000256
85,66,-452.3880000000063
84,67,217.25400000000081
83,68,203.70999999999913
82,69,288.38700000000244
81,70,-382.35199999999895
93,59,251.93000000000757
92,60,620.3369999999995
91,61,755.5320000000065
90,62,717.023000000001
89,63,1081.5
88,64,372.6959999999963
87,65,452.6959999999963
86,66,-327.9630000000034
85,67,-154.6359999999986
84,68,39.78199999999924
83,69,329.72099999999773
82,70,39.6140000000014
94,59,341.51000000000204
93,60,349.61999999999534
92,61,581.997000000003
91,62,879.9410000000062
90,63,702.5339999999997
89,64,827.0559999999969
88,65,736.3899999999994
87,66,226.80299999999988
86,67,37.925999999999476
85,68,-276.6820000000007
84,69,237.38999999999942
82,71,204.53800000000047
95,59,440.39800000000105
94,60,540.398000000001
93,61,373.39800000000105
92,62,734.4360000000015
91,63,771.6330000000016
90,64,583.6420000000071
89,65,1053.2930000000051
88,66,285.9850000000006
87,67,570.6219999999958
86,68,-354.974000000002
85,69,52.858000000000175
84,70,37.90699999999924
96,59,284.6650000000009
95,60,276.2039999999979
94,61,309.99400000000605
93,62,498.7939999999944
92,63,491.66300000000047
91,64,679.7020000000048
90,65,589.5610000000015
89,66,734.0610000000015
88,67,570.2010000000009
87,68,-59.17199999999866
86,69,-25.921000000002095
85,70,-242.6140000000014
84,71,154.94400000000314
97,59,260.6929999999993
96,60,407.8700000000026
95,61,63.153000000005704
94,62,459.2649999999994
93,63,237.15600000000268
92,64,504.6670000000013
91,65,698.9900000000052
90,66,480.6140000000014
89,67,771.5969999999943
88,68,18.31700000001001
87,69,215.58299999999872
86,70,-445.53800000000047
85,71,20.44999999999709
84,72,10.485999999997148
98,59,375.19400000000314
97,60,225.88300000000163
96,61,92.8839999999982
95,62,272.346000000005
94,63,90.86599999999453
93,64,306.10400000000664
92,65,376.15200000000186
91,66,535.3310000000056
90,67,667.1380000000063
89,68,506.35199999999895
88,69,510.72099999999773
87,70,-149.91199999999662
86,71,-129.8179999999993
84,73,174.05199999999968
98,60,564.8770000000004
97,61,-26.14299999999639
96,62,408.150999999998
95,63,-80.46099999999569
94,64,230.03100000000268
93,65,259.11699999999837
92,66,402.84799999999814
91,67,722.6040000000066
90,68,216.1849999999904
89,69,586.8000000000029
88,70,-189.62000000000262
87,71,87.80000000000291
86,72,-512.3989999999976
99,60,415.9930000000022
98,61,275.6489999999976
97,62,242.15099999999802
96,63,-63.3859999999986
95,64,58.14299999999639
94,65,57.41800000000512
93,66,252.77999999999884
92,67,430.38000000000466
91,68,398.8799999999901
90,69,379.59599999999773
89,70,136.48300000000017
88,71,1.3910000000032596
87,72,-252.60599999999977
86,73,-139.15699999999924
100,60,665.4850000000006
99,61,175.36099999999715
98,62,546.8280000000013
97,63,-113.44900000000052
96,64,57.94000000000233
95,65,-36.47400000000198
94,66,137.5749999999971
93,67,547.5749999999971
92,68,245.82399999999325
91,69,538.9630000000034
90,70,-103.22699999999895
89,71,240.05799999999726
88,72,-468.747000000003
87,73,-73.69999999999709
86,74,-679.0730000000003
100,61,323.41100000000006
99,62,427.95700000000215
98,63,38.39899999999761
97,64,-66.14199999999983
96,65,-171.7780000000057
95,66,74.50599999999395
94,67,213.7060000000056
93,68,308.7020000000048
92,69,331.2850000000035
91,70,85.75200000000041
90,71,67.65099999999802
89,72,4.182999999997264
88,73,-128.5749999999971
86,75,-242.8199999999997
100,62,650.9470000000001
99,63,-32.94400000000314
98,64,149.2800000000061
97,65,-639.5480000000025
96,66,-21.168999999994412
95,67,179.43700000000536
94,68,185.7899999999936
93,69,402.5179999999964
92,70,-51.163000000000466
91,71,158.2410000000018
90,72,-288.4259999999995
89,73,-1.4049999999988358
88,74,-479.2169999999969
101,62,470.387999999999
100,63,156.18099999999686
99,64,61.40899999999965
98,65,-215.7540000000081
97,66,-230.8579999999929
96,67,11.972999999998137
95,68,252.58699999999953
94,69,261.58699999999953
93,70,136.12200000000303
92,71,38.58499999999913
91,72,-59.31999999999971
90,73,115.3660000000018
89,74,-248.4389999999985
88,75,-112.25300000000061
102,62,654.6860000000015
101,63,47.85399999999936
100,64,316.3119999999981
99,65,-204.98300000000017
98,66,-137.6490000000049
97,67,-130.5170000000071
96,68,147.42699999999604
95,69,481.0570000000007
94,70,-12.171000000002095
93,71,297.62400000000343
92,72,-318.35599999999977
91,73,127.19499999999971
90,74,-465.5550000000003
89,75,37.559000000001106
88,76,-604.7230000000018
102,63,160.8969999999972
101,64,124.21800000000076
100,65,-58.84900000000198
99,66,-132.28899999999703
98,67,-188.0170000000071
97,68,88.6469999999972
96,69,219.9760000000024
95,70,124.61200000000099
94,71,57.75200000000041
93,72,-45.51299999999901
92,73,-127.87200000000303
91,74,-51.315999999998894
90,75,-19.352999999999156
102,64,449.0740000000005
101,65,-128.77799999999843
100,66,105.52900000000227
99,67,-240.33899999999994
98,68,115.85500000001048
97,69,323.5219999999972
96,70,126.29400000000169
95,71,349.012999999999
94,72,-248.9890000000014
93,73,222.22000000000116
92,74,-307.47099999999773
91,75,92.66500000000087
90,76,-401.52600000000166
103,64,194.2679999999964
102,65,46.917999999997846
101,66,18.54899999999907
100,67,-109.45900000000256
99,68,-49.25600000000122
98,69,126.88300000000163
97,70,240.09999999999854
96,71,163.71899999999732
95,72,12.239000000001397
94,73,-1.0639999999984866
93,74,26.788000000000466
91,76,-168.86000000000058
90,77,-62.44800000000032
103,65,-91.18099999999686
102,66,161.60199999999895
101,67,-139.23099999999977
100,68,90.76900000000023
99,69,77.62099999999919
98,70,190.13300000000163
97,71,187.16799999999785
96,72,-140.5570000000007
95,73,206.08699999999953
94,74,-242.9300000000003
93,75,195.11099999999715
92,76,-404.994999999999
91,77,93.77000000000044
90,78,-630.0779999999995
103,66,-36.01000000000204
102,67,33.98999999999796
101,68,18.836999999999534
100,69,85.34599999999773
99,70,164.47299999999814
98,71,77.47299999999814
97,72,113.1050000000032
96,73,119.56500000000233
95,74,-7.866000000001804
94,75,80.75299999999697
93,76,197.01599999999962
92,77,-103.41600000000108
103,67,-77.51400000000285
102,68,262.48599999999715
101,69,-55.31399999999849
100,70,236.07100000000355
99,71,93.76600000000326
98,72,-13.860000000000582
97,73,282.33000000000175
96,74,-190.80399999999645
95,75,356.0040000000008
94,76,-75.69200000000274
92,78,-509.2019999999993
104,67,62.177999999999884
103,68,132.17799999999988
102,69,69.72899999999936
101,70,153.1820000000007
100,71,151.5350000000035
99,72,58.64899999999761
98,73,109.72099999999773
97,74,13.904999999998836
96,75,189.7149999999965
95,76,242.76200000000244
94,77,-72.02999999999884
93,78,-276.5689999999995
92,79,-22.302999999999884
104,68,287.42199999999866
103,69,-133.55399999999645
102,70,264.5440000000017
101,71,143.92399999999907
100,72,97.76799999999639
99,73,170.01699999999983
98,74,-107.1909999999989
97,75,313.16100000000006
96,76,-43.64100000000326
95,77,80.62700000000041
94,78,-536.6699999999983
93,79,61.98899999999958
92,80,-301.3610000000001
104,69,43.932999999997264
103,70,48.76600000000326
102,71,168.98599999999715
101,72,38.20999999999913
100,73,153.45700000000215
99,74,-47.38799999999901
98,75,206.12999999999738
97,76,181.75
96,77,-128.4559999999983
95,78,-216.75800000000163
94,79,-52.016999999999825
105,69,5.47899999999936
104,70,215.47899999999936
103,71,49.70799999999872
102,72,235.41700000000128
101,73,229.22899999999936
100,74,-57.09300000000076
99,75,226.8989999999976
98,76,-5.38300000000163
97,77,524.0629999999983
96,78,-507.6080000000002
94,80,-321.0169999999998
106,69,299.44400000000314
105,70,214.44400000000314
104,71,204.32200000000012
103,72,238.237000000001
102,73,271.3470000000016
101,74,-32.80000000000291
100,75,151.68800000000192
99,76,14.639999999999418
98,77,235.4890000000014
97,78,-68.6840000000011
96,79,6.313999999998487
95,80,-179.4430000000002
107,69,498.6779999999999
106,70,678.6779999999999
105,71,237.66700000000128
104,72,433.5720000000001
103,73,424.6209999999992
102,74,138.39199999999983
101,75,277.1100000000006
100,76,18.815999999998894
99,77,328.0769999999975
98,78,-313.9180000000015
97,79,149.03299999999945
96,80,-464.6389999999992
95,81,54.72799999999995
107,70,583.5959999999977
106,71,676.0970000000016
105,72,459.2549999999974
104,73,415.2549999999974
103,74,218.26900000000023
102,75,290.8249999999971
101,76,53.55200000000332
100,77,162.5749999999971
99,78,-70.43700000000172
98,79,-75.73600000000079
97,80,-165.82300000000032
96,81,-290.10300000000007
108,70,692.8609999999971
107,71,622.1189999999988
106,72,844.6339999999982
104,74,392.9340000000011
103,75,526.5429999999978
102,76,195.7569999999978
101,77,235.6860000000015
100,78,-207.4860000000008
99,79,146.97100000000137
98,80,-475.34599999999955
96,82,-346.6289999999999
108,71,840.987000000001
107,72,806.9639999999999
106,73,642.5440000000017
105,74,344.752999999997
104,75,555.6880000000019
103,76,319.86299999999756
102,77,198.28100000000268
101,78,-98.12700000000041
100,79,-28.572000000000116
99,80,-102.92399999999907
98,81,-209.6319999999987
97,82,-168.39199999999983
109,71,543.5239999999976
108,72,890.5239999999976
107,73,526.3689999999988
106,74,593.7569999999978
105,75,632.6359999999986
104,76,433.8020000000033
103,77,292.47000000000116
102,78,-159.875
101,79,4.35399999999936
100,80,-450.512999999999
99,81,89.5619999999999
98,82,-301.06899999999996
110,71,842.586000000003
109,72,697.0420000000013
108,73,520.9360000000015
107,74,486.0550000000003
106,75,522.5880000000034
105,76,540.0319999999992
104,77,336.9649999999965
103,78,-21.497000000003027
102,79,-51.13999999999942
101,80,-141.1270000000004
100,81,-358.7489999999998
99,82,-80.63099999999986
110,72,950.3640000000014
109,73,489.3150000000023
108,74,483.85599999999977
107,75,603.8559999999998
106,76,610.8910000000033
105,77,438.3179999999993
104,78,101.58000000000175
103,79,76.02400000000125
102,80,-296.8849999999984
101,81,252.78700000000026
100,82,-224.55599999999959
112,71,883.8859999999986
111,72,786.4530000000013
110,73,626.4530000000013
109,74,284.33699999999953
108,75,320.33699999999953
107,76,566.239999999998
106,77,517.862000000001
105,78,266.8029999999999
104,79,8.511999999998807
103,80,-104.65499999999884
102,81,-327.2609999999968
101,82,99.99200000000019
112,72,1190.5469999999987
111,73,640.5469999999987
110,74,484.54699999999866
109,75,370.18099999999686
108,76,557.4349999999977
107,77,559.1449999999968
106,78,327.51400000000285
105,79,201.28600000000006
104,80,-144.78700000000026
103,81,256.64500000000044
102,82,-111.58599999999933
113,72,1190.1960000000036
112,73,775.6290000000008
111,74,502.1290000000008
110,75,390.95300000000134
109,76,494.0919999999969
108,77,464.44200000000274
107,78,461.85599999999977
106,79,201.85000000000218
105,80,196.34899999999834
104,81,-127.74499999999898
103,82,248.78900000000067
114,72,1305.786
113,73,852.398000000001
112,74,611.398000000001
111,75,452.6800000000003
110,76,399.96800000000076
109,77,527.6500000000015
108,78,345.5529999999999
107,79,285.14400000000023
106,80,-39.059000000001106
105,81,357.0600000000013
104,82,19.102999999999156
103,83,384.50300000000016
102,84,-178.46900000000005
114,73,934.4499999999971
113,74,685.9559999999983
112,75,453.4519999999975
111,76,330.9850000000006
110,77,380.6229999999996
109,78,434.63900000000285
108,79,-18.779999999998836
107,80,241.4910000000018
106,81,-14.592000000000553
105,82,303.0450000000001
104,83,-253.27499999999964
103,84,-36.19200000000001
114,74,742.1200000000026
113,75,513.1200000000026
112,76,172.69900000000052
111,77,275.04499999999825
110,78,-50.970000000001164
109,79,88.68500000000131
108,80,-18.35099999999875
107,81,303.5970000000016
106,82,108.97599999999875
105,83,155.19999999999982
104,84,-324.37800000000004
114,75,540.9029999999984
113,76,323.1979999999967
112,77,-309.65200000000186
111,78,-19.404999999998836
110,79,-151.95799999999872
109,80,123.62199999999939
108,81,33.89500000000044
107,82,425.98099999999977
106,83,-74.66400000000067
105,84,-51.996000000000095
116,74,621.1679999999978
115,75,636.9850000000006
114,76,-127.82499999999709
113,77,-133.6140000000014
112,78,-526.5040000000008
111,79,-93.53999999999724
110,80,-60.625
109,81,303.7639999999992
108,82,193.39300000000003
107,83,244.09399999999914
106,84,-392.70799999999963
117,74,773.8240000000005
116,75,379.5919999999969
115,76,-35.2390000000014
114,77,-268.82600000000093
113,78,-308.33600000000297
112,79,-237.9100000000035
111,80,28.15100000000166
110,81,57.04899999999907
109,82,388.7570000000014
108,83,-129.35100000000057
107,84,-8.730999999999767
106,85,-16.08699999999999
117,75,711.171999999995
116,76,7.697000000000116
115,77,-55.63100000000122
114,78,-518.5250000000015
113,79,-112.18400000000474
112,80,-121.48099999999977
111,81,247.7510000000002
110,82,258.15399999999863
109,83,125.46299999999974
108,84,-316.4830000000002
107,85,405.7420000000002
118,75,608.3590000000004
117,76,95.59900000000198
116,77,-196.3050000000003
115,78,-359.6770000000033
114,79,-264.8289999999979
113,80,-82.16500000000087
112,81,42.78199999999924
111,82,300.744999999999
110,83,-124.5630000000001
109,84,-25.30199999999968
108,85,132.67700000000002
107,86,-37.07999999999993
118,76,144.82400000000052
117,77,-81.77599999999802
116,78,-540.1010000000024
115,79,-271.9500000000007
114,80,-213.95200000000114
113,81,122.50200000000041
112,82,282.1339999999982
111,83,-3.0200000000004366
110,84,-354.6170000000002
109,85,473.51
108,86,-285.3760000000002
119,76,18.403999999998632
118,77,17.6820000000007
117,78,-493.8780000000006
116,79,-507.0609999999979
115,80,-173.34200000000055
114,81,14.70799999999872
113,82,181.96099999999933
112,83,234.4330000000009
111,84,-226.65500000000065
110,85,69.70100000000002
109,86,80.28499999999985
120,76,-227.1229999999996
119,77,-135.52200000000084
118,78,-504.53800000000047
117,79,-308.71800000000076
116,80,-225.9439999999995
115,81,-6.598000000001775
114,82,311.7659999999996
113,83,-129.03199999999924
112,84,-478.73099999999977
111,85,286.8249999999998
110,86,-224.8309999999999
120,77,-124.12299999999959
119,78,-279.77500000000146
118,79,-309.7510000000002
117,80,-310.23099999999977
116,81,-14.222000000001572
115,82,194.6150000000016
114,83,182.8040000000001
113,84,-343.0779999999995
112,85,-125.25500000000011
111,86,-9.632000000000062
110,87,-66.03199999999924
120,78,-134.01800000000003
119,79,-410.7930000000015
118,80,-254.3149999999987
117,81,-148.7530000000006
116,82,222.5570000000007
115,83,276.14900000000125
114,84,-443.27800000000025
113,85,-68.7470000000003
112,86,-320.31999999999994
111,87,347.6980000000003
122,77,171.46600000000035
121,78,71.29999999999927
120,79,-253.7520000000004
119,80,-466.0659999999989
118,81,-89.39700000000084
117,82,108.26599999999962
116,83,162.3839999999982
115,84,-388.8289999999997
114,85,-493.3770000000004
113,86,-209.846
112,87,-8.61200000000008
122,78,160.82200000000012
121,79,-190.09400000000096
120,80,-273.2669999999998
119,81,-207.22699999999895
118,82,129.14199999999983
117,83,99.42599999999948
116,84,28.316999999999098
115,85,-517.8940000000002
114,86,-520.4540000000002
113,87,173.57800000000043
123,78,469.29499999999825
122,79,-50.705000000001746
121,80,-142.52899999999863
120,81,-140.77799999999843
119,82,-11.032999999999447
118,83,80.99399999999878
117,84,-341.1660000000011
116,85,-339.4410000000007
115,86,-447.41299999999956
114,87,-231.42700000000013
113,88,-313.1830000000009
124,78,387.8719999999994
123,79,-162.98199999999997
122,80,-35.31000000000131
121,81,-270.4190000000017
120,82,19.391999999999825
119,83,129.14600000000064
118,84,78.4310000000005
117,85,-445.10599999999977
116,86,-524.5609999999997
115,87,-118.46199999999999
114,88,-605.1000000000004
124,79,-23.443999999999505
123,80,-69.20300000000134
122,81,-161.3090000000011
121,82,-196.48300000000017
120,83,-4.893000000000029
119,84,89.1810000000005
118,85,-12.606999999999971
117,86,-424.0450000000001
116,87,-403.58799999999997
115,88,-468.66899999999987
124,80,-170.14800000000105
123,81,-436.0699999999997
122,82,-109.81499999999869
121,83,34.07300000000032
120,84,118.95500000000175
119,85,54.74799999999959
118,86,-290.1149999999998
117,87,-432.692
116,88,-598.9030000000002
125,80,-197.71900000000096
124,81,-410.8019999999997
123,82,-340.16200000000026
122,83,-85.5689999999995
121,84,108.60199999999895
120,85,35.48099999999977
119,86,-209.76400000000012
118,87,-229.81600000000003
117,88,-446.14699999999993
116,89,-353.3109999999997
126,80,-65.72799999999916
125,81,-663.2930000000015
124,82,-245.50600000000122
123,83,-328.20100000000093
122,84,31.331999999998516
121,85,160.61199999999917
120,86,-102.91799999999967
119,87,-6.858999999999924
118,88,-394.38700000000017
117,89,-95.24599999999919
127,80,-77.44599999999991
126,81,-624.4360000000015
125,82,-761.9680000000008
124,83,-254.5540000000001
123,84,-115.70000000000073
122,85,82.51800000000003
121,86,45.25799999999981
120,87,-59.021000000000186
119,88,-236.01200000000017
118,89,-253.77200000000084
128,80,364.59200000000055
127,81,-410.1209999999992
126,82,-828.5190000000002
125,83,-540.1510000000017
124,84,220.79300000000148
123,85,50.09900000000016
122,86,124.61100000000079
121,87,115.07200000000012
120,88,-142.06600000000003
119,89,-9.14600000000064
118,90,-511.9589999999989
128,81,-44.792999999999665
127,82,-744.5740000000005
126,83,-668.5889999999999
125,84,-56.01500000000124
124,85,6.227000000000771
123,86,58.95099999999911
122,87,87.85600000000022
121,88,8.240000000000009
120,89,-5.112999999999374
129,81,-286.9959999999992
128,82,-168.4290000000001
127,83,-731.9050000000007
126,84,26.94000000000051
125,85,-212.09900000000016
124,86,65.23600000000079
123,87,136.4920000000002
122,88,112.839
121,89,244.07899999999972
120,90,-130.47899999999936
130,81,-267.9989999999998
129,82,-553.0120000000006
128,83,-129.11599999999999
127,84,-32.49200000000019
126,85,-167.1910000000007
125,86,-15.329999999999927
124,87,-30.314000000000306
123,88,131.87
122,89,83.48499999999967
121,90,46.39600000000064
120,91,102.22599999999875
130,82,-338.9290000000001
129,83,-477.9430000000002
128,84,210.59200000000055
127,85,-188.14899999999943
126,86,190.78100000000086
125,87,-25.998000000000047
124,88,191.237
123,89,279.60000000000036
122,90,150.88600000000042
121,91,296.52300000000105
132,81,-506.1890000000001
131,82,-743.598
130,83,-351.6710000000003
129,84,-243.51900000000023
128,85,10.478000000000065
127,86,44.051000000000386
126,87,95.80099999999993
125,88,5.557000000000016
124,89,151.02900000000045
123,90,210.10800000000017
122,91,244.1939999999995
132,82,-643.019
131,83,-640.78
130,84,-309.97199999999975
129,85,-349.15099999999984
128,86,70.33600000000024
127,87,-8.326999999999998
126,88,312.74
125,89,93.27199999999993
124,90,224.9320000000007
123,91,479.89500000000044
133,82,-987.7550000000001
132,83,-610.7280000000001
131,84,-661.771
130,85,-516.5830000000001
129,86,-448.99
128,87,-21.863
127,88,141.9949999999999
126,89,290.5500000000002
125,90,41.43399999999929
124,91,204.53700000000026
123,92,309.3120000000017
133,83,-736.0119999999997
132,84,-787.664
131,85,-613.3220000000001
130,86,-836.688
129,87,-508.97800000000007
128,88,-8.534000000000106
127,89,199.73599999999988
126,90,418.53700000000026
125,91,203.79899999999907
124,92,326.4290000000001
134,83,-820.0370000000003
133,84,-726.5479999999998
132,85,-635.402
131,86,-621.4340000000002
130,87,-595.3370000000004
129,88,-450.46399999999994
128,89,-87.67900000000009
127,90,175.78000000000065
126,91,474.7479999999996
135,83,-743.9619999999995
134,84,-763.348
133,85,-429.78200000000015
132,86,-742.5870000000004
131,87,-450.5600000000004
130,88,-564.4440000000004
129,89,-149.15500000000065
128,90,-103.25300000000061
127,91,319.5679999999993
126,92,494.65499999999884
135,84,-648.6389999999992
134,85,-463.97899999999936
133,86,-390.66300000000047
132,87,-403.0609999999997
131,88,-276.14700000000084
130,89,-130.44700000000012
129,90,-37.219999999999345
128,91,-56.776999999998225
127,92,195.95300000000134
126,93,556.9510000000009
136,84,-706.5380000000005
135,85,-114.25200000000041
134,86,-498.0059999999994
133,87,-257.66799999999967
132,88,-427.90899999999965
131,89,53.7549999999992
130,90,-90.46199999999953
129,91,338.39700000000084
127,93,485.02200000000084
137,84,-526.2429999999986
136,85,-267.27100000000064
135,86,-148.64600000000064
134,87,-242.7489999999998
133,88,-356.1229999999996
132,89,-58.951999999999316
131,90,249.92599999999948
130,91,254.93700000000172
129,92,279.9959999999992
138,84,-693.732
137,85,-36.97200000000157
136,86,-398.04299999999967
135,87,-201.89700000000084
134,88,-309.7950000000001
133,89,-148.20300000000134
132,90,33.03900000000067
131,91,494.3610000000008
130,92,242.83399999999892
129,93,764.6409999999996
138,85,-391.99199999999837
137,86,-210.2619999999988
136,87,-237.67099999999846
135,88,-326.755000000001
134,89,-114.94499999999971
133,90,125.40199999999822
132,91,367.6140000000014
131,92,605.2779999999984
130,93,418.5829999999987
139,85,-138.98199999999997
138,86,-484.9019999999982
137,87,-181.3859999999986
136,88,-304.1680000000015
135,89,-165.85199999999895
134,90,25.580999999998312
133,91,282.35099999999875
132,92,312.6899999999987
131,93,762.2479999999996
139,86,-345.85699999999997
138,87,-429.39800000000105
137,88,-356.9559999999983
136,89,-262.6949999999997
135,90,-29.8070000000007
134,91,156.63999999999942
133,92,362.0010000000002
132,93,378.0980000000018
140,86,-512.8060000000005
