N,Z,residual(keV)
33,31,-832.8269999999975
32,32,24.497000000003027
40,25,1092.6560000000027
39,26,582.0979999999981
38,27,74.79499999999825
37,28,-275.79600000000937
36,29,-33.67699999999604
35,30,-432.0239999999976
34,31,-307.48599999999715
33,32,481.77700000000186
32,33,212.94400000000314
41,25,929.6080000000002
40,26,472.1529999999984
39,27,21.45900000000256
38,28,73.70699999999488
37,29,-568.2890000000043
36,30,20.770999999993364
35,31,-1043.7289999999994
34,32,282.95900000000256
33,33,-935.0840000000026
41,26,1361.5840000000026
40,27,568.2169999999969
39,28,-382.6880000000019
38,29,300.4470000000001
37,30,-80.37600000000384
36,31,-149.15600000000268
35,32,-333.71800000000076
34,33,542.7679999999964
33,34,519.7059999999983
41,27,987.4089999999997
40,28,26.177999999999884
39,29,42.95699999999488
38,30,532.846000000005
37,31,-536.0540000000037
36,32,51.20100000000093
35,33,-364.52700000000186
34,34,70.55099999999948
42,27,1144.5529999999999
41,28,71.34399999999732
40,29,483.778999999995
39,30,282.0939999999973
38,31,82.17999999999302
37,32,299.32600000000093
36,33,387.81900000000314
35,34,405.28600000000006
34,35,260.5219999999972
43,27,785.0369999999966
42,28,526.1319999999978
41,29,273.6189999999988
40,30,685.2519999999931
39,31,-320.1499999999942
38,32,417.9640000000072
37,33,6.027000000001863
36,34,600.0999999999985
35,35,-935.6270000000004
44,27,1610.0699999999997
43,28,323.76400000000285
42,29,1198.8660000000018
41,30,311.2140000000072
40,31,510.87300000000687
39,32,573.3429999999935
38,33,406.7430000000022
37,34,723.4850000000006
36,35,547.5740000000005
35,36,252.78899999999703
44,28,933.9320000000007
43,29,476.9939999999988
42,30,574.5050000000047
41,31,351.71600000000035
40,32,644.0899999999965
39,33,240.19199999999546
38,34,381.8110000000015
37,35,48.25
36,36,569.4179999999978
45,28,441.84100000000035
44,29,1082.5550000000003
43,30,536.5890000000072
42,31,720.6570000000065
41,32,902.4679999999935
40,33,757.2430000000022
39,34,712.6040000000066
38,35,484.2129999999961
37,36,968.2419999999984
36,37,738.3890000000029
45,29,383.7869999999966
44,30,593.2799999999988
43,31,350.37399999999616
42,32,607.5489999999991
41,33,179.9360000000015
40,34,566.7899999999936
39,35,141.83900000000722
38,36,878.1560000000027
37,37,-1046.0160000000033
46,29,1069.7810000000027
45,30,451.08400000000256
44,31,479.3610000000044
43,32,103.02700000000186
42,33,585.7970000000059
41,34,340.5109999999986
40,35,512.9799999999959
39,36,546.3680000000095
38,37,381.2980000000025
37,38,-48.7019999999975
47,29,238.3729999999996
46,30,536.9760000000024
45,31,53.35199999999895
44,32,657.101999999999
43,33,548.6159999999945
42,34,448.04099999999744
41,35,-399.07799999999406
40,36,516.2939999999944
39,37,-549.0889999999999
38,38,232.3550000000032
48,29,1067.1719999999987
47,30,-99.20300000000134
46,31,557.648000000001
45,32,437.13000000000466
44,33,673.6659999999974
43,34,850.502999999997
42,35,495.1820000000007
41,36,-9.451000000000931
40,37,319.5000000000073
39,38,-73.4429999999993
49,29,610.525999999998
48,30,356.75800000000163
47,31,-404.0849999999991
46,32,707.9419999999955
45,33,193.02999999999884
44,34,754.0479999999952
43,35,-72.16800000000512
42,36,381.7170000000042
41,37,-625.426999999996
40,38,606.0509999999995
50,29,591.961000000003
49,30,-92.30200000000332
48,31,81.6449999999968
47,32,-87.17999999999302
46,33,753.9189999999944
45,34,602.5339999999997
44,35,131.93300000000454
43,36,287.7100000000064
42,37,287.2219999999943
41,38,-249.66399999998976
40,39,107.06500000000233
50,30,-78.61899999999878
49,31,-283.6750000000029
48,32,54.68600000000151
47,33,-124.60099999999511
46,34,750.5130000000063
45,35,-69.02499999999418
44,36,466.54499999999825
43,37,-385.4759999999951
42,38,238.5329999999958
41,39,-928.1619999999966
51,30,140.3309999999983
50,31,-327.96199999999953
49,32,-151.69500000000698
48,33,96.68600000000151
47,34,50.98099999999977
46,35,192.94899999999325
45,36,303.80100000000675
44,37,443.2960000000021
43,38,-8.134000000005472
42,39,307.0810000000056
41,40,15.582000000002154
52,30,186.04000000000087
51,31,-60.724999999998545
50,32,-315.07500000000437
49,33,-405.42699999999604
48,34,36.104999999995925
47,35,-378.67699999999604
46,36,598.2049100000004
45,37,102.18700000000536
44,38,199.93799999999464
43,39,-394.0969999999943
42,40,525.9369999999981
52,31,112.87099999999919
51,32,-116.44200000000274
50,33,-539.3310000000056
49,34,-220.54300000000512
48,35,-13.721000000005006
47,36,-60.64299999999639
46,37,689.3610000000044
45,38,-157.61599999999453
44,39,464.32799999999406
43,40,158.34100000000035
42,41,27.089999999996508
53,31,-354.1359999999986
52,32,-138.43499999999767
51,33,-343.567999999992
50,34,-587.7309999999998
49,35,-543.0939999999973
48,36,-59.34527000000526
47,37,-38.97500000000582
46,38,320.41999999999825
45,39,185.5610000000015
44,40,148.30800000000454
43,41,-633.8419999999969
54,31,55.940999999998894
53,32,-363.4270000000033
52,33,-159.15200000000186
51,34,-293.6450000000041
50,35,-715.4780000000028
49,36,-300.34100000000035
48,37,202.65935000000172
47,38,186.7100000000064
46,39,417.86900000000605
45,40,-445.1959999999963
44,41,800.3160000000062
43,42,-99.76000000000204
54,32,250.07299999999668
53,33,-512.1500000000015
52,34,-343.1750000000029
51,35,-402.2609999999986
50,36,-595.6759299999976
49,37,-1027.002999999997
48,38,-83.09977000000072
47,39,56.89999999999418
46,40,-19.023000000001048
45,41,-424.0610000000015
44,42,699.0729999999967
54,33,92.08600000000297
53,34,-666.1330000000016
52,35,-211.68499999999767
51,36,-539.5310000000027
50,37,-1147.801999999996
49,38,-450.076430000001
48,39,-338.38700000000244
47,40,-627.1469999999972
46,41,695.5069999999978
45,42,295.18300000000454
44,43,529.9479999999967
54,34,-314.20300000000134
53,35,-1115.9670000000042
52,36,-361.29499999999825
51,37,-1029.0040000000008
50,38,-1041.6287600000069
49,39,-729.028999999995
48,40,-78.87399999999616
47,41,98.44500000000698
46,42,333.4470000000001
45,43,-90.30099999999948
55,34,-512.398000000001
54,35,-464.27099999999336
53,36,-885.7949999999983
52,37,-632.3990000000049
51,38,-1009.025999999998
50,39,-1101.2020000000048
49,40,-227.97400000000198
48,41,194.24499999999534
47,42,-444.94400000000314
46,43,985.1429999999964
45,44,-69.42399999999907
56,34,-150.22299999999814
55,35,-890.3059999999969
54,36,-659.2590000000055
53,37,-1485.573000000004
52,38,-660.945000000007
51,39,-1376.9119999999966
50,40,-392.54700000000594
49,41,-531.5310000000027
48,42,67.48600000000442
47,43,-374.6959999999963
46,44,876.1990000000005
57,34,-390.1299999999974
56,35,-447.3009999999995
55,36,-933.974000000002
54,37,-745.0489999999991
53,38,-1241.949999999997
52,39,-841.3209999999963
51,40,-595.5920000000042
50,41,-238.0280000000057
49,42,21.16599999999744
48,43,-26.65700000000652
47,44,40.16700000000128
57,35,-462.8119999999981
56,36,-569.3289999999979
55,37,-1442.449999999997
54,38,-767.3709999999992
53,39,-1696.494000000006
52,40,-229.0240000000049
51,41,-423.2899999999936
50,42,41.413000000000466
49,43,-125.70299999999406
48,44,518.7890000000043
47,45,-439.09500000000116
46,46,350.90499999999884
58,35,99.76499999999942
57,36,-596.0020000000004
56,37,-799.8999999999942
55,38,-1365.8439999999973
54,39,-757.1549999999988
53,40,-1022.0280000000057
52,41,-12.839999999996508
51,42,-217.0789999999979
50,43,-206.11599999999453
49,44,193.27700000000186
48,45,-101.80999999999767
47,46,158.19000000000233
58,36,-247.77999999999884
57,37,-932.7909999999974
56,38,-1255.721000000005
55,39,-1971.4729999999981
54,40,-429.3319999999949
53,41,-829.0629999999946
52,42,-114.0789999999979
51,43,-128.33199999999488
50,44,-213.60199999999895
49,45,-37.62300000000687
48,46,287.7189999999973
59,36,-168.91999999999825
58,37,-180.3070000000007
57,38,-1367.2839999999997
56,39,-1287.9370000000054
55,40,-1299.9400000000023
54,41,-276.2719999999972
53,42,-611.872000000003
52,43,-161.35499999999593
51,44,-47.75900000000547
50,45,-480.61599999999453
49,46,614.0869999999995
60,36,338.3179999999993
59,37,-754.3510000000024
58,38,-668.2480000000069
57,39,-1809.9860000000044
56,40,-1298.8600000000006
55,41,-1102.8300000000017
54,42,-54.888999999995576
53,43,-421.64800000000105
52,44,-0.3849999999947613
51,45,-347.7320000000036
50,46,-23.419999999998254
49,47,118.35499999999593
61,36,666.5009999999966
60,37,350.8550000000032
59,38,-630.6739999999991
58,39,-575.4550000000017
57,40,-1756.6929999999993
56,41,-722.7970000000059
55,42,-354.6999999999971
54,43,305.5639999999985
53,44,-250.5639999999985
52,45,-377.5639999999985
51,46,-105.85199999999895
50,47,-454.02700000000186
49,48,105.97299999999814
61,37,-319.15200000000186
60,38,-272.3889999999956
59,39,-538.7480000000069
58,40,-731.7569999999978
57,41,-1154.6119999999937
56,42,-215.97999999999593
55,43,-192.21400000000722
54,44,65.12900000000081
53,45,-445.2189999999973
52,46,49.01499999999942
51,47,-286.4250000000029
50,48,-6.42500000000291
62,37,118.84999999999854
61,38,-878.5270000000019
60,39,-253.72999999999593
59,40,-556.6699999999983
58,41,-295.3439999999973
57,42,-140.10599999999977
56,43,412.13099999999395
55,44,-315.38499999999476
54,45,115.4780000000028
53,46,-162.86100000000442
52,47,-272.4829999999929
51,48,38.86800000000221
63,37,-915.8839999999982
62,38,-417.5049999999974
61,39,-1011.2409999999945
60,40,-152.73600000000442
59,41,-621.2459999999992
58,42,-83.028999999995
57,43,19.04899999999907
56,44,92.60899999999674
55,45,-291.13000000000466
54,46,167.32799999999406
53,47,-677.9689999999973
52,48,345.40499999999884
51,49,-68.14600000000064
50,50,-278.14600000000064
64,37,222.58299999999872
63,38,-814.913999999997
62,39,-564.7870000000039
61,40,-670.9869999999937
60,41,-241.48799999999756
59,42,10.047999999995227
58,43,295.4070000000065
57,44,21.887000000002445
56,45,347.5720000000001
55,46,-162.14500000000407
54,47,-284.38400000000547
53,48,-156.46600000000035
52,49,265.099000000002
51,50,-655.6240000000034
65,37,-702.3119999999981
64,38,-409.3110000000015
63,39,-1072.6410000000033
62,40,-481.42699999999604
61,41,-808.2649999999994
60,42,-160.86599999999453
59,43,-72.9210000000021
58,44,193.56500000000233
57,45,166.68399999999383
56,46,177.03699999999662
55,47,-636.7020000000048
54,48,230.29799999999523
53,49,-194.89599999999336
52,50,-24.89600000000064
64,39,-607.0339999999997
63,40,-958.9930000000022
62,41,-548.6670000000013
61,42,-464.3310000000056
60,43,-193.91999999999825
59,44,152.83199999999488
58,45,608.2949999999983
57,46,163.02000000000407
56,47,-222.70200000000477
55,48,-131.62600000000384
54,49,-142.3969999999972
64,40,-537.6599999999962
63,41,-1040.997000000003
62,42,-453.74800000000687
61,43,-398.9689999999973
60,44,144.2369999999937
59,45,230.65600000000268
58,46,284.87699999999313
57,47,-496.47000000000116
56,48,131.60899999999674
55,49,-352.6750000000029
54,50,272.9429999999993
52,52,-306.8309999999983
65,40,-978.2739999999976
64,41,-505.54700000000594
63,42,-780.7880000000005
62,43,-556.3029999999999
61,44,-34.54300000000512
60,45,608.7299999999959
59,46,252.09500000000116
58,47,-0.8479999999981374
57,48,26.15099999999802
56,49,39.41800000000512
55,50,-348.00100000000384
54,51,-75.4910000000018
53,52,-261.5089999999982
65,41,-862.6779999999999
64,42,-468.002999999997
63,43,-1056.252999999997
62,44,-223.25299999999697
61,45,217.34399999999732
60,46,422.4569999999949
59,47,-362.3990000000049
58,48,-32.153000000005704
57,49,-348.1499999999942
56,50,-83.69800000000396
55,51,-603.3010000000068
54,52,510.2410000000018
66,41,-143.8050000000003
65,42,-684.9750000000058
64,43,-569.9670000000042
63,44,-532.5650000000023
62,45,326.2890000000043
61,46,567.346000000005
60,47,143.3000000000029
59,48,-50.32499999999709
58,49,-156.66700000000128
57,50,-312.2390000000014
56,51,-223.24800000000687
67,41,-345.1979999999967
66,42,-279.29700000000594
65,43,-522.8310000000056
64,44,-391.403999999995
63,45,-171.15600000000268
62,46,425.7850000000035
61,47,33.20799999999872
60,48,67.57700000000477
59,49,-499.82799999999406
58,50,-339.94899999999325
57,51,-395.34100000000035
56,52,498.32399999999325
54,54,67.64299999999639
68,41,160.1999999999971
67,42,-139.2850000000035
66,43,-342.82799999999406
65,44,-458.45500000000175
64,45,10.748999999996158
63,46,413.51600000000326
62,47,390.56900000000314
61,48,55.669999999998254
60,49,10.474000000001979
59,50,-230.17999999999302
58,51,-260.9860000000044
57,52,334.6009999999951
56,53,767.4950000000026
55,54,300.4539999999979
69,41,-389.91399999999703
68,42,74.18600000000151
67,43,-624.5639999999985
66,44,-252.62900000000081
65,45,-238.6929999999993
64,46,219.096000000005
63,47,342.69400000000314
62,48,212.03100000000268
61,49,-129.96899999999732
60,50,-511.9930000000022
59,51,-519.7449999999953
58,52,110.17900000000373
57,53,372.1560000000027
56,54,1087.3640000000014
69,42,20.18699999999808
68,43,-104.67500000000291
67,44,-215.3249999999971
66,45,-173.87099999999919
65,46,404.1140000000014
64,47,464.5529999999999
63,48,217.75299999999697
62,49,-62.05000000000291
61,50,-448.5810000000056
60,51,-276.747000000003
59,52,22.513000000006286
58,53,536.2049999999945
69,43,-488.932000000008
68,44,-140.87300000000687
67,45,-401.05199999999604
66,46,28.960999999995693
65,47,516.2709999999934
64,48,285.1429999999964
63,49,-180.12699999999313
62,50,-525.0489999999991
61,51,-478.97299999999814
60,52,42.48200000000361
59,53,256.6609999999928
58,54,1053.6520000000019
70,43,118.45100000000093
69,44,-277.81600000000617
68,45,-386.94400000000314
67,46,9.5
66,47,383.1750000000029
65,48,486.7140000000072
64,49,32.87699999999313
63,50,-408.1290000000008
62,51,-276.96600000000035
61,52,-197.03699999999662
60,53,480.4829999999929
59,54,976.3740000000034
58,55,1065.461000000003
71,43,-280.2940000000017
70,44,88.78699999999662
69,45,-340.2749999999942
68,46,-40.346000000005006
67,47,399.1889999999985
66,48,265.06600000000617
65,49,280.1929999999993
64,50,-499.7350000000006
63,51,-286.61599999999453
62,52,-139.67600000000675
61,53,281.0650000000023
60,54,744.1009999999951
59,55,904.0720000000001
58,56,1234.563000000002
71,44,-55.296000000002095
70,45,-289.2280000000028
69,46,234.17799999999988
68,47,357.41300000000047
67,48,65.52000000000407
66,49,313.6429999999964
65,50,-423.846000000005
64,51,-173.41199999999662
63,52,377.2329999999929
62,53,432.195000000007
61,54,803.2430000000022
72,44,181.08299999999872
71,45,-315.74199999999837
70,46,-11.025999999998021
69,47,477.3359999999957
68,48,147.5109999999986
67,49,-89.75800000000163
66,50,-245.97900000000664
65,51,-142.02000000000407
64,52,-43.79300000000512
63,53,309.346000000005
62,54,553.1230000000069
73,44,230.12900000000081
72,45,-156.75800000000163
71,46,-103.88999999999942
70,47,408.0819999999949
69,48,421.6030000000028
68,49,136.9649999999965
67,50,-117.74199999999837
66,51,170.4360000000015
65,52,154.5
64,53,781.4320000000007
63,54,724.6530000000057
62,55,756.8990000000049
61,56,672.0939999999973
73,45,-216.8399999999965
72,46,61.6420000000071
71,47,-93.80199999999604
70,48,-141.6490000000049
69,49,251.82300000000396
68,50,57.15700000000652
67,51,113.7960000000021
66,52,149.24199999999837
65,53,798.9440000000031
64,54,650.9330000000045
63,55,460.62300000000687
74,45,67.19799999999668
73,46,672.7229999999981
72,47,404.24099999999453
71,48,363.0610000000015
70,49,251.3420000000042
69,50,25.014999999999418
68,51,554.4609999999957
67,52,527.4609999999957
66,53,862.2690000000002
65,54,755.5120000000024
64,55,754.9389999999985
63,56,469.90400000000227
74,46,180.39599999999336
73,47,278.48799999999756
72,48,-87.36500000000524
71,49,502.25900000000547
70,50,322.25900000000547
69,51,472.86699999999837
68,52,237.8399999999965
67,53,892.8399999999965
66,54,667.5660000000062
65,55,581.3509999999951
64,56,731.3509999999951
76,45,469.8660000000018
75,46,187.66300000000047
74,47,337.1689999999944
73,48,356.16300000000047
72,49,575.4070000000065
71,50,353.37399999999616
70,51,940.8429999999935
69,52,316.8889999999956
68,53,514.3509999999951
67,54,909.002999999997
66,55,957.6579999999958
65,56,65.1530000000057
76,46,383.8309999999983
75,47,103.88199999999779
74,48,37.61599999999453
73,49,848.6389999999956
72,50,320.04700000000594
71,51,675.7949999999983
70,52,416.7179999999935
69,53,660.7179999999935
68,54,545.0120000000024
67,55,775.2309999999998
66,56,611.0479999999952
77,46,610.2520000000004
76,47,71.41899999999441
75,48,555.8169999999955
74,49,720.9660000000003
73,50,625.3169999999955
72,51,697.1100000000006
71,52,419.0219999999972
70,53,417.4119999999966
69,54,781.7419999999984
68,55,876.3429999999935
67,56,845.0369999999966
77,47,-99.95100000000093
76,48,50.56399999999849
75,49,1052.2219999999943
74,50,408.5249999999942
73,51,610.9309999999969
72,52,365.8579999999929
71,53,105.44500000000698
70,54,412.59500000000116
69,55,558.9400000000023
68,56,610.2140000000072
67,57,561.3830000000016
78,47,220.06099999999424
77,48,-28.089999999996508
76,49,877.6919999999955
75,50,486.3429999999935
74,51,734.9060000000027
73,52,158.2060000000056
72,53,243.9759999999951
71,54,130.63899999999558
70,55,660.2580000000016
69,56,811.0240000000049
68,57,610.5080000000016
78,48,224.27300000000105
77,49,1090.6230000000069
76,50,214.86500000000524
75,51,396.86500000000524
74,52,315.8319999999949
73,53,89.50400000000081
72,54,303.6131299999979
71,55,339.31699999999546
70,56,570.0869999999995
69,57,156.5240000000049
68,58,319.4349999999977
79,48,238.80100000000675
78,49,1000.1030000000028
77,50,240.42200000000594
76,51,611.7060000000056
75,52,449.502999999997
74,53,156.7829999999958
73,54,319.11699999999837
72,55,439.97299999999814
71,56,682.0449999999983
70,57,543.8840000000055
69,58,540.6560000000027
80,48,-158.24499999999534
79,49,619.8830000000016
78,50,548.570000000007
77,51,370.14800000000105
76,52,96.20600000000559
75,53,281.97000000000116
74,54,249.46572999999626
73,55,168.22699999999895
72,56,440.8439999999973
71,57,254.5610000000015
70,58,496.0749999999971
69,59,249.23600000000442
81,48,1507.857999999993
80,49,25.111000000004424
79,50,299.4030000000057
78,51,670.6159999999945
77,52,465.11599999999453
76,53,122.82399999999325
75,54,453.9302500000049
74,55,410.9499999999971
73,56,419.13400000000547
72,57,456.45900000000256
71,58,622.4959999999992
70,59,696.4339999999938
82,48,1072.4029999999984
81,49,1483.4700000000012
80,50,7.782999999995809
79,51,254.31299999999464
78,52,347.0399999999936
77,53,263.81200000000536
76,54,149.52599999999802
75,55,180.24599999999919
