N,Z,residual(keV)
74,56,273.224000000002
73,57,252.62600000000384
72,58,397.08699999999953
71,59,474.5359999999928
70,60,83.7609999999986
83,48,1498.239999999998
82,49,725.630999999994
81,50,1005.4210000000021
80,51,738.5880000000034
79,52,308.9780000000028
78,53,107.27300000000105
77,54,366.4250800000009
76,55,214.42600000000675
75,56,381.0420000000013
74,57,400.7350000000006
73,58,361.55199999999604
72,59,679.3359999999957
71,60,461.9600000000064
84,48,884.5710000000036
83,49,158.44600000000355
82,50,203.44599999999627
81,51,504.7179999999935
80,52,331.8029999999999
79,53,-103.50199999999313
78,54,111.02548999999999
77,55,337.3070000000007
76,56,185.0969999999943
75,57,376.42200000000594
74,58,281.31200000000536
73,59,352.5359999999928
72,60,284.1849999999977
83,50,786.1100000000006
82,51,736.4869999999937
81,52,702.8669999999984
80,53,-67.30199999999604
79,54,116.41700000000128
78,55,229.0570000000007
77,56,496.48799999999756
76,57,405.6079999999929
75,58,221.77700000000186
74,59,452.40899999999965
73,60,277.61999999999534
72,61,342.3470000000016
84,50,556.2409999999945
83,51,600.9959999999992
82,52,506.24800000000687
81,53,366.5599999999977
80,54,44.16556999999739
79,55,58.8350000000064
78,56,49.99800000000687
77,57,171.34100000000035
76,58,247.10199999999895
75,59,42.0
74,60,223.5570000000007
73,61,116.09200000000419
85,50,557.7479999999996
84,51,1169.6680000000051
83,52,541.2100000000064
82,53,-59.179999999993015
81,54,326.63499999999476
80,55,-31.956000000005588
79,56,9.345000000001164
78,57,226.54200000000128
77,58,373.69199999999546
76,59,184.12799999999697
75,60,126.38000000000466
74,61,527.6710000000021
73,62,112.77799999999843
85,51,613.1100000000079
84,52,414.721000000005
83,53,-25.22500000000582
82,54,370.83000000000175
81,55,51.145000000004075
80,56,-117.0789999999979
79,57,-87.48799999999756
78,58,11.44999999999709
77,59,179.5789999999979
76,60,160.70299999999406
75,61,330.0770000000048
74,62,129.1009999999951
86,51,1209.6080000000002
85,52,-23.762000000002445
84,53,193.7320000000036
83,54,246.5859999999957
82,55,-85.7719999999972
81,56,138.59900000000198
80,57,-60.86500000000524
79,58,1.235000000000582
78,59,78.18600000000151
77,60,246.03100000000268
76,61,397.1420000000071
75,62,-41.654999999998836
74,63,384.09599999999773
86,52,254.00500000000466
85,53,-379.9100000000035
84,54,107.75599999999395
83,55,52.971999999994296
82,56,138.19400000000314
81,57,16.59200000000419
80,58,-195.86699999999837
79,59,-58.86699999999837
78,60,-97.1820000000007
77,61,225.63000000000466
76,62,12.228000000002794
75,63,280.3240000000005
87,52,-15.080000000001746
86,53,89.03599999999278
85,54,-224.5859999999957
84,55,-111.08800000000338
83,56,36.08199999999488
82,57,117.61900000000605
81,58,-147.74099999999453
80,59,-188.65200000000186
79,60,-136.92999999999302
78,61,-91.0280000000057
77,62,99.77099999999336
76,63,131.94900000000052
88,52,142.55099999999948
87,53,-166.22299999999814
86,54,-36.46099999999569
85,55,-439.73799999999756
84,56,-47.904999999998836
83,57,-12.05899999999383
82,58,125.77300000000105
81,59,-86.22699999999895
80,60,-417.2459999999992
79,61,-412.0460000000021
78,62,-245.94500000000698
77,63,-5.945000000006985
76,64,-302.2779999999984
75,65,77.72200000000157
88,53,273.33400000000256
87,54,-17.30899999999383
86,55,42.64900000000489
85,56,-372.49199999999837
84,57,-79.84399999999732
83,58,-191.05800000000454
82,59,135.4670000000042
81,60,48.479999999995925
80,61,-292.9320000000007
79,62,-153.95900000000256
78,63,14.353000000002794
77,64,-74.23099999999977
76,65,139.15699999999924
89,53,47.03100000000268
88,54,350.35199999999895
87,55,-314.55599999999686
86,56,-142.2569999999978
85,57,-613.9499999999971
84,58,-282.89599999999336
83,59,-176.36699999999837
82,60,-80.05499999999302
81,61,-101.53599999999278
80,62,-631.929999999993
79,63,-668.929999999993
78,64,-319.5219999999972
77,65,40.478000000002794
89,54,147.1180000000022
88,55,294.48099999999977
87,56,-297.20500000000175
86,57,-101.46700000000419
85,58,-596.377999999997
84,59,-138.1999999999971
83,60,-482.3099999999977
82,61,-80.66400000000431
81,62,-77.13499999999476
80,63,-421.3110000000015
79,64,-561.3110000000015
78,65,-39.192000000002736
77,66,171.05099999999948
90,54,727.6990000000005
89,55,-71.36200000000099
88,56,-17.130000000004657
87,57,-519.6600000000035
86,58,-281.94199999999546
85,59,-710.5880000000034
84,60,-468.0280000000057
83,61,-456.11599999999453
82,62,-235.62600000000384
81,63,-289.1750000000029
80,64,-829.5109999999986
79,65,-568.1880000000019
78,66,-140.09100000000035
77,67,220.47899999999936
91,54,256.66300000000047
90,55,705.5760000000009
89,56,-136.18300000000454
88,57,-65.32499999999709
87,58,-367.05899999999383
86,59,-165.99000000000524
85,60,-812.0040000000008
84,61,-287.50599999999395
83,62,-771.4070000000065
82,63,68.47599999999511
81,64,-326.62600000000384
80,65,-839.6929999999993
79,66,-412.6070000000036
78,67,249.88700000000244
92,54,1155.050000000003
91,55,119.62000000000262
90,56,363.73100000000704
89,57,-571.1739999999991
88,58,-5.868000000002212
87,59,-353.4860000000044
86,60,-585.9159999999974
85,61,-934.3600000000006
84,62,-726.3600000000006
83,63,-727.6030000000028
82,64,-545.823000000004
81,65,-353.64400000000023
80,66,-734.9279999999999
79,67,281.77300000000105
78,68,77.98099999999977
92,55,1119.9270000000033
91,56,475.96399999999994
90,57,231.6030000000028
89,58,-73.90200000000186
88,59,215.90700000000652
87,60,-566.7939999999944
86,61,-421.98399999999674
85,62,-1096.0479999999952
84,63,-464.6110000000044
83,64,-1036.9279999999999
82,65,-422.67399999999907
81,66,-296.04699999999866
80,67,-377.1010000000024
79,68,-77.81399999999849
78,69,195.59300000000076
93,55,1139.050000000003
92,56,655.0889999999999
91,57,151.25800000000163
90,58,131.57600000000093
89,59,-285.4520000000048
88,60,-88.06600000000617
87,61,-635.8769999999931
86,62,-756.0669999999955
85,63,-1297.4820000000036
84,64,-839.4189999999944
83,65,-876.9470000000001
82,66,-409.3969999999972
81,67,-211.16599999999744
80,68,-418.997000000003
79,69,-335.03399999999965
93,56,639.3799999999974
92,57,670.0789999999979
91,58,200.0789999999979
90,59,190.62699999999313
89,60,64.46499999999651
88,61,185.596000000005
87,62,-645.898000000001
86,63,-461.31699999999546
85,64,-1317.1729999999952
84,65,-368.6389999999956
83,66,-893.9900000000052
82,67,-165.85399999999936
81,68,-151.62099999999919
94,56,790.2010000000009
93,57,368.8530000000028
92,58,243.13700000000244
91,59,-440.50900000000547
90,60,120.04899999999907
89,61,202.6640000000043
88,62,-151.3359999999957
87,63,-462.36900000000605
86,64,-824.0510000000068
85,65,-1145.7890000000043
84,66,-699.6180000000022
83,67,-825.8919999999998
82,68,-341.3229999999967
94,57,919.6610000000001
93,58,54.942000000002736
92,59,-329.68099999999686
91,60,-183.18300000000454
90,61,123.74000000000524
89,62,153.52000000000407
88,63,336.90200000000186
87,64,-728.9199999999983
86,65,-183.54099999999744
85,66,-1082.3880000000063
84,67,-182.74599999999919
83,68,-676.2900000000009
82,69,-101.61299999999756
81,70,-42.35199999999895
93,59,-668.0699999999997
92,60,-399.66300000000047
91,61,-434.4679999999935
90,62,27.023000000001048
89,63,321.5
88,64,-127.30400000000373
87,65,-437.3040000000037
86,66,-737.9630000000034
85,67,-714.6359999999986
84,68,-330.21800000000076
83,69,-680.2790000000023
82,70,-90.3859999999986
94,59,-368.48999999999796
93,60,-590.3800000000047
92,61,-368.002999999997
91,62,-30.05899999999383
90,63,112.53399999999965
89,64,217.05599999999686
88,65,-13.610000000000582
87,66,-653.1970000000001
86,67,-72.07400000000052
85,68,-626.6820000000007
84,69,-192.61000000000058
82,71,-155.46199999999953
95,59,-629.601999999999
94,60,-319.6019999999917
93,61,-746.601999999999
92,62,-245.5639999999985
91,63,-158.36699999999837
90,64,-46.3579999999929
89,65,173.29300000000512
88,66,-234.01499999999942
87,67,-329.377999999997
86,68,-494.974000000002
85,69,-447.1419999999998
84,70,-102.09300000000076
96,59,-305.3349999999991
95,60,-823.7960000000021
94,61,-630.005999999994
93,62,-341.2060000000056
92,63,-148.33699999999953
91,64,-40.29799999999523
90,65,29.561000000001513
89,66,-5.938999999998487
88,67,190.20100000000093
87,68,-569.1719999999987
86,69,294.0789999999979
85,70,-292.6140000000014
84,71,184.94400000000314
97,59,-459.3070000000007
96,60,-402.1299999999974
95,61,-1236.8470000000016
94,62,-390.7350000000006
93,63,-542.8439999999973
92,64,-255.33299999999872
91,65,-11.009999999994761
90,66,-99.3859999999986
89,67,21.596999999994296
88,68,-331.68299999999726
87,69,-294.4170000000013
86,70,-155.53800000000047
85,71,-399.5500000000029
84,72,-99.51400000000285
98,59,-84.80599999999686
97,60,-664.1169999999984
96,61,-747.1160000000018
95,62,-717.653999999995
94,63,-459.13400000000547
93,64,-263.89599999999336
92,65,-153.84799999999814
91,66,-24.668999999994412
90,67,197.1380000000063
89,68,-83.64800000000105
88,69,390.72099999999773
87,70,-319.9119999999966
86,71,460.1820000000007
84,73,384.0519999999997
98,60,-195.1229999999996
97,61,-1126.1429999999964
96,62,-371.84900000000926
95,63,-900.4609999999957
94,64,-309.9689999999973
93,65,-390.88300000000163
92,66,-137.15200000000186
91,67,152.60400000000664
90,68,-73.81499999999505
89,69,176.8000000000029
88,70,-259.6200000000026
87,71,17.80000000000291
86,72,37.60100000000239
99,60,-264.0069999999978
98,61,-504.3510000000024
97,62,-607.849000000002
96,63,-503.3859999999986
95,64,-621.8570000000036
94,65,-272.5819999999949
93,66,-217.22000000000116
92,67,10.380000000004657
91,68,88.88000000000466
90,69,299.59599999999773
89,70,56.483000000000175
88,71,401.39100000000326
87,72,-82.60599999999977
86,73,90.84300000000076
100,60,-54.51499999999942
99,61,-624.6390000000029
98,62,-263.17199999999866
97,63,-903.4490000000005
96,64,-492.0599999999977
95,65,-796.474000000002
94,66,-352.4250000000029
93,67,7.57499999999709
92,68,-74.17600000000675
91,69,238.96300000000338
90,70,-123.22699999999895
89,71,190.05799999999726
88,72,-118.74700000000303
87,73,-43.69999999999709
86,74,90.92699999999968
100,61,-356.58899999999994
99,62,-262.04299999999785
98,63,-541.6010000000024
97,64,-676.1419999999998
96,65,-471.7780000000057
95,66,-455.49400000000605
94,67,-126.29399999999441
93,68,138.7019999999975
92,69,101.28500000000349
91,70,125.75200000000041
90,71,307.650999999998
89,72,-75.81700000000274
88,73,161.4250000000029
86,75,187.1800000000003
100,62,-139.05299999999988
99,63,-742.9440000000031
98,64,-480.72000000000116
97,65,-1129.5479999999952
96,66,-451.1689999999944
95,67,-490.56299999999464
94,68,-124.2100000000064
93,69,-157.4820000000036
92,70,88.83699999999953
91,71,108.2410000000018
90,72,-148.42599999999948
89,73,88.59500000000116
88,74,-49.216999999996915
101,62,-679.612000000001
100,63,-443.81900000000314
99,64,-548.5910000000003
98,65,-565.7540000000008
97,66,-580.8579999999929
96,67,-328.02700000000186
95,68,-77.41300000000047
94,69,51.586999999999534
93,70,336.122000000003
92,71,248.58499999999913
91,72,110.68000000000029
90,73,295.3660000000018
89,74,41.56100000000151
88,75,37.74699999999939
102,62,-135.3139999999985
101,63,-1082.1460000000006
100,64,-363.6880000000019
99,65,-724.9830000000002
98,66,-607.6490000000049
97,67,-500.51699999999255
96,68,-142.57300000000396
95,69,-178.9429999999993
94,70,137.8289999999979
93,71,417.62400000000343
92,72,-58.35599999999977
91,73,107.19499999999971
90,74,-195.5550000000003
89,75,-152.4409999999989
88,76,95.27699999999822
102,63,-449.1030000000028
101,64,-945.7819999999992
100,65,-698.849000000002
99,66,-572.288999999997
98,67,-538.0169999999998
97,68,-131.3530000000028
96,69,-160.0239999999976
95,70,324.612000000001
94,71,497.7520000000004
93,72,314.487000000001
92,73,162.12799999999697
91,74,-81.3159999999989
90,75,-9.352999999999156
102,64,-240.92599999999948
101,65,-988.7779999999984
100,66,-384.47099999999773
99,67,-670.3389999999999
98,68,-244.14499999998952
97,69,-106.4780000000028
96,70,136.2940000000017
95,71,559.012999999999
94,72,151.0109999999986
93,73,442.22000000000116
92,74,-257.47099999999773
91,75,-147.33499999999913
90,76,-51.52600000000166
103,64,-365.7320000000036
102,65,-603.0820000000022
101,66,-861.4510000000009
100,67,-349.45900000000256
99,68,-289.2560000000012
98,69,-133.11699999999837
97,70,150.09999999999854
96,71,483.7189999999973
95,72,472.2390000000014
94,73,458.9360000000015
93,74,16.788000000000466
91,76,101.13999999999942
90,77,547.5519999999997
103,65,-731.1809999999969
102,66,-368.39800000000105
101,67,-749.2309999999998
100,68,-179.23099999999977
99,69,-272.3790000000008
98,70,80.13300000000163
97,71,137.16799999999785
96,72,269.4429999999993
95,73,406.08699999999953
94,74,17.06999999999971
93,75,-114.88900000000285
92,76,-184.99499999999898
91,77,463.77000000000044
90,78,69.92200000000048
103,66,-496.01000000000204
102,67,-386.01000000000204
101,68,-521.1630000000005
100,69,-104.65400000000227
99,70,174.47299999999814
98,71,277.47299999999814
97,72,443.1050000000032
96,73,659.5650000000023
95,74,172.1339999999982
94,75,-79.24700000000303
93,76,47.01599999999962
92,77,356.5839999999989
103,67,-677.5140000000029
102,68,-97.51400000000285
101,69,-685.3139999999985
100,70,96.07100000000355
99,71,223.76600000000326
98,72,206.13999999999942
97,73,422.33000000000175
96,74,139.19600000000355
95,75,76.00400000000081
94,76,-105.69200000000274
92,78,-29.201999999999316
104,67,-207.82200000000012
103,68,-217.82200000000012
102,69,-120.27100000000064
101,70,-326.8179999999993
100,71,371.5350000000035
99,72,428.6489999999976
98,73,569.7209999999977
97,74,-36.095000000001164
96,75,239.7149999999965
95,76,362.76200000000244
94,77,397.97000000000116
93,78,103.4310000000005
92,79,527.6970000000001
104,68,-112.57800000000134
103,69,-463.55399999999645
102,70,-55.45599999999831
101,71,-226.07600000000093
100,72,287.7679999999964
99,73,380.0169999999998
98,74,232.8090000000011
97,75,53.16100000000006
96,76,56.35899999999674
95,77,380.6270000000004
94,78,-156.66999999999825
93,79,371.9889999999996
92,80,-121.3610000000001
104,69,-176.06700000000274
103,70,-171.23399999999674
102,71,108.98599999999715
101,72,28.209999999999127
100,73,563.4570000000022
99,74,472.612000000001
98,75,476.1299999999974
97,76,-98.25
96,77,461.5440000000017
95,78,243.24199999999837
94,79,387.9830000000002
105,69,-604.5210000000006
104,70,-54.52100000000064
103,71,-130.29200000000128
102,72,355.4170000000013
101,73,219.22899999999936
100,74,352.90699999999924
99,75,526.8989999999976
98,76,104.61699999999837
97,77,184.06299999999828
96,78,92.39199999999983
94,80,-201.01699999999983
106,69,-30.555999999996857
105,70,-235.55599999999686
104,71,-15.677999999999884
103,72,328.237000000001
102,73,611.3470000000016
101,74,97.19999999999709
100,75,401.6880000000019
99,76,384.6399999999994
98,77,375.4890000000014
97,78,251.3159999999989
96,79,656.3139999999985
95,80,-9.443000000000211
107,69,-171.32200000000012
106,70,148.67799999999988
105,71,-202.33299999999872
104,72,273.5720000000001
103,73,384.6209999999992
102,74,398.3919999999998
101,75,527.1100000000006
100,76,278.8159999999989
99,77,858.0769999999975
98,78,236.08199999999852
97,79,399.03299999999945
96,80,-234.6389999999992
95,81,-385.27200000000005
107,70,-76.40400000000227
106,71,286.0970000000016
105,72,269.2549999999974
104,73,435.2549999999974
103,74,418.26900000000023
102,75,600.8249999999971
101,76,243.55200000000332
100,77,832.5749999999971
99,78,599.5629999999983
98,79,684.2639999999992
97,80,-55.82300000000032
96,81,-90.10300000000007
108,70,72.86099999999715
107,71,-257.8810000000012
106,72,624.6339999999982
104,74,442.9340000000011
103,75,336.54299999999785
102,76,435.7569999999978
101,77,715.6860000000015
100,78,282.5139999999992
99,79,1146.9710000000014
98,80,-15.345999999999549
96,82,-326.6289999999999
108,71,140.987000000001
107,72,36.96399999999994
106,73,502.5440000000017
105,74,384.752999999997
104,75,645.6880000000019
103,76,549.8629999999976
102,77,898.2810000000027
101,78,361.87300000000323
100,79,901.4279999999999
99,80,757.0760000000009
98,81,420.3680000000004
97,82,-68.39199999999983
109,71,-206.4760000000024
108,72,590.5239999999976
107,73,-203.63100000000122
106,74,473.7569999999978
105,75,472.6359999999986
104,76,453.8020000000033
103,77,892.4700000000012
102,78,370.125
101,79,894.3539999999994
100,80,159.487000000001
99,81,869.5619999999999
98,82,-191.06899999999996
110,71,172.58600000000297
109,72,347.0420000000013
108,73,270.9360000000015
107,74,-63.94499999999971
106,75,362.5880000000034
105,76,390.03199999999924
104,77,826.9649999999965
103,78,528.502999999997
102,79,938.8600000000006
101,80,258.8729999999996
100,81,131.2510000000002
99,82,669.3690000000001
110,72,550.3640000000014
109,73,159.31500000000233
108,74,153.85599999999977
107,75,-46.14400000000023
106,76,400.89100000000326
105,77,528.3179999999993
104,78,421.58000000000175
103,79,826.0240000000013
102,80,193.1150000000016
101,81,462.78700000000026
100,82,15.444000000000415
112,71,233.8859999999986
111,72,366.45300000000134
110,73,376.45300000000134
109,74,164.33699999999953
108,75,110.33699999999953
107,76,-133.76000000000204
106,77,597.862000000001
105,78,526.8029999999999
104,79,878.5119999999988
103,80,585.3450000000012
102,81,312.7390000000014
101,82,289.9920000000002
112,72,720.5469999999987
111,73,140.54699999999866
110,74,274.54699999999866
109,75,90.18099999999686
108,76,47.43499999999767
107,77,-10.855000000003201
106,78,477.51400000000285
105,79,581.2860000000001
104,80,265.21299999999974
103,81,866.6450000000004
102,82,178.41400000000067
113,72,340.19600000000355
112,73,305.6290000000008
111,74,292.1290000000008
110,75,340.95300000000134
109,76,224.09199999999691
108,77,214.44200000000274
107,78,41.85599999999977
106,79,741.8499999999985
105,80,546.3489999999983
104,81,352.255000000001
103,82,798.7890000000007
114,72,495.78600000000006
113,73,-47.60199999999895
112,74,231.39800000000105
111,75,92.68000000000029
110,76,199.96800000000076
109,77,377.65000000000146
108,78,335.5529999999999
107,79,15.144000000000233
106,80,-19.059000000001106
105,81,17.06000000000131
104,82,209.10299999999916
103,83,1684.5030000000002
102,84,911.531
114,73,154.4499999999971
113,74,-44.04400000000169
112,75,243.4519999999975
111,76,170.98500000000058
110,77,150.6229999999996
109,78,14.639000000002852
108,79,301.22000000000116
107,80,-38.508999999998196
106,81,65.40799999999945
105,82,453.0450000000001
104,83,1266.7250000000004
103,84,1073.808
114,74,12.12000000000262
113,75,-96.87999999999738
112,76,-127.30099999999948
111,77,25.044999999998254
110,78,9.029999999998836
109,79,98.68500000000131
108,80,-48.35099999999875
107,81,-76.40299999999843
106,82,-71.02400000000125
105,83,1285.1999999999998
104,84,625.622
114,75,10.902999999998428
113,76,-26.802000000003318
112,77,-109.65200000000186
111,78,320.59500000000116
110,79,298.0420000000013
109,80,353.6219999999994
108,81,13.895000000000437
107,82,245.98099999999977
106,83,865.3359999999993
105,84,908.0039999999999
116,74,-368.83200000000215
115,75,-353.0149999999994
114,76,-507.8249999999971
113,77,-123.6140000000014
112,78,-146.50400000000081
111,79,246.45999999999913
110,80,-170.625
109,81,213.7639999999992
108,82,-76.60699999999997
107,83,544.0939999999991
106,84,407.29200000000037
117,74,-306.1759999999995
116,75,-340.4080000000031
115,76,-625.2390000000014
114,77,-288.82600000000093
113,78,151.66399999999703
112,79,202.0899999999965
111,80,148.15100000000166
110,81,-52.95100000000093
109,82,28.757000000001426
108,83,260.64899999999943
107,84,341.26900000000023
106,85,1323.913
117,75,-368.82800000000134
116,76,-822.3029999999999
115,77,-255.63100000000122
114,78,-308.52500000000146
113,79,147.8159999999989
112,80,-111.48099999999977
111,81,267.7510000000002
110,82,-71.84600000000137
109,83,425.46299999999974
108,84,73.51700000000073
107,85,875.7420000000002
118,75,-301.6409999999996
117,76,-994.400999999998
116,77,-486.3050000000003
115,78,50.32299999999668
114,79,-34.828999999997905
113,80,37.83499999999913
112,81,-147.21800000000076
111,82,320.744999999999
110,83,175.43699999999808
109,84,334.6980000000003
108,85,772.677
107,86,622.9200000000001
118,76,-705.1759999999995
117,77,-621.7760000000017
116,78,-490.1010000000024
115,79,-261.9500000000007
114,80,-143.95200000000114
113,81,-47.49799999999959
112,82,-287.8660000000018
111,83,336.97999999999956
110,84,175.3829999999998
109,85,513.51
108,86,374.6239999999998
119,76,-561.5960000000014
118,77,-572.3179999999993
117,78,-353.8780000000006
116,79,-267.06100000000515
115,80,76.65799999999945
114,81,-355.2920000000013
113,82,511.96099999999933
112,83,74.4330000000009
111,84,63.344999999999345
110,85,379.701
109,86,610.2849999999999
120,76,-347.1229999999996
119,77,-675.5220000000008
118,78,-514.5379999999968
117,79,-468.71800000000076
116,80,-525.9439999999995
115,81,43.401999999998225
114,82,-158.23400000000038
113,83,190.96800000000076
112,84,-58.73099999999977
111,85,566.8249999999998
110,86,-64.8309999999999
120,77,-104.12299999999959
119,78,-519.7750000000015
118,79,-609.7510000000002
117,80,-400.23099999999977
116,81,-304.2220000000016
115,82,24.6150000000016
114,83,12.804000000000087
113,84,276.9220000000005
112,85,494.7449999999999
111,86,310.36799999999994
110,87,573.9680000000008
120,78,-474.01800000000003
119,79,-1020.7930000000015
118,80,-594.3149999999987
117,81,-498.7530000000006
116,82,-1267.4429999999993
115,83,246.14900000000125
114,84,-243.27800000000025
113,85,611.2529999999997
112,86,9.680000000000064
111,87,937.6980000000003
122,77,-128.53399999999965
121,78,-448.7000000000007
120,79,-793.7520000000004
119,80,-816.0659999999989
118,81,-199.39700000000084
117,82,-631.7340000000004
116,83,-147.6160000000018
115,84,-228.82899999999972
114,85,286.6229999999996
113,86,180.154
112,87,211.38799999999992
122,78,-479.1779999999999
121,79,-1120.094000000001
120,80,-813.2669999999998
119,81,-337.22699999999895
118,82,-1040.8580000000002
117,83,-120.57400000000052
116,84,-261.6830000000009
115,85,182.10599999999977
114,86,-110.45400000000018
113,87,413.57800000000043
123,78,-430.70500000000175
122,79,-850.7050000000017
121,80,-842.5289999999986
120,81,-150.77799999999843
119,82,-651.0329999999994
118,83,-279.0060000000012
117,84,-31.166000000001077
116,85,60.55899999999929
115,86,-27.412999999999556
114,87,148.57299999999987
113,88,256.8169999999991
124,78,-642.1280000000006
123,79,-1262.982
122,80,-815.3100000000013
121,81,-350.4190000000017
120,82,-770.6080000000002
119,83,-40.85399999999936
118,84,-281.5689999999995
117,85,254.89400000000023
116,86,-334.5609999999997
115,87,181.538
114,88,-145.10000000000036
124,79,-553.4439999999995
123,80,-959.2030000000013
122,81,-61.309000000001106
121,82,-596.4830000000002
120,83,-64.89300000000003
119,84,49.181000000000495
118,85,-182.60699999999997
117,86,-254.04500000000007
116,87,86.41200000000003
115,88,-8.668999999999869
124,80,-640.148000000001
123,81,-416.0699999999997
122,82,-449.8149999999987
121,83,-85.92699999999968
120,84,-101.04499999999825
119,85,-275.2520000000004
118,86,-240.11499999999978
117,87,-82.69200000000001
116,88,-468.90300000000025
125,80,-117.71900000000096
124,81,-110.80199999999968
123,82,-580.1620000000003
122,83,14.431000000000495
121,84,-151.39800000000105
120,85,-354.51900000000023
119,86,-29.764000000000124
118,87,-289.81600000000003
117,88,-416.14699999999993
116,89,86.6890000000003
126,80,-75.72799999999916
125,81,-13.293000000001484
124,82,-155.50600000000122
123,83,-198.20100000000093
122,84,-58.668000000001484
121,85,-299.38800000000083
120,86,-322.91799999999967
119,87,-136.85899999999992
118,88,-364.38700000000017
117,89,-255.24599999999919
127,80,-87.44599999999991
126,81,35.56399999999849
125,82,-81.96800000000076
124,83,215.4459999999999
123,84,-275.7000000000007
122,85,-207.48199999999997
121,86,-264.7420000000002
120,87,-289.0210000000002
119,88,-196.01200000000017
118,89,-103.77200000000084
128,80,594.5920000000006
127,81,129.87900000000081
126,82,191.48099999999977
125,83,319.84899999999834
124,84,160.79300000000148
123,85,-389.90099999999984
122,86,-155.3889999999992
121,87,-344.9279999999999
120,88,-412.06600000000003
119,89,-49.14600000000064
118,90,-561.9589999999989
128,81,375.20700000000033
127,82,-344.5740000000005
126,83,-48.58899999999994
125,84,-76.01499999999942
124,85,-153.77299999999923
123,86,-261.0490000000009
122,87,-62.14399999999978
121,88,-361.76
120,89,-165.11299999999937
129,81,33.004000000000815
128,82,611.5709999999999
127,83,-21.905000000000655
126,84,276.9400000000005
125,85,77.90099999999984
124,86,5.236000000000786
123,87,-393.5079999999998
122,88,-207.161
121,89,-125.92100000000028
120,90,-480.47899999999936
130,81,932.0010000000002
129,82,316.9879999999994
128,83,240.88400000000001
127,84,-482.4920000000002
126,85,252.8089999999993
125,86,324.6700000000001
124,87,169.6859999999997
123,88,-458.13
122,89,-76.51500000000033
121,90,-383.60399999999936
120,91,-257.77400000000125
130,82,591.0710000000008
129,83,292.0569999999998
128,84,190.59200000000055
127,85,-258.14899999999943
126,86,230.78100000000086
125,87,374.00199999999995
124,88,-168.763
123,89,-190.39999999999964
122,90,-329.1139999999996
121,91,36.52300000000105
132,81,803.8109999999999
131,82,456.40200000000004
130,83,158.32899999999972
129,84,96.48099999999977
128,85,130.47800000000007
127,86,94.05100000000039
126,87,335.80099999999993
125,88,145.55700000000002
124,89,-88.97099999999955
123,90,-649.8919999999998
122,91,-25.806000000000495
132,82,296.981
131,83,-70.77999999999997
130,84,510.02800000000025
129,85,-229.15099999999984
128,86,440.33600000000024
127,87,-78.327
126,88,52.739999999999995
125,89,223.27199999999993
124,90,-355.0679999999993
123,91,-200.10499999999956
133,82,352.2449999999999
132,83,799.2719999999999
131,84,78.22900000000004
130,85,-6.583000000000084
129,86,-288.99
128,87,228.137
127,88,-168.0050000000001
126,89,280.5500000000002
125,90,-78.56600000000071
124,91,-15.462999999999738
123,92,-770.6879999999983
133,83,803.9880000000003
132,84,152.336
131,85,-143.32200000000012
130,86,-56.68799999999999
129,87,-328.97800000000007
128,88,201.4659999999999
127,89,-70.26400000000012
126,90,-211.46299999999974
125,91,323.79899999999907
124,92,-553.5709999999999
134,83,529.9629999999997
133,84,123.45200000000023
132,85,-235.40200000000004
131,86,-281.4340000000002
130,87,134.66299999999956
129,88,-380.46399999999994
128,89,192.3209999999999
127,90,-484.21999999999935
126,91,114.74799999999959
135,83,646.0380000000005
134,84,246.65200000000095
133,85,-329.78200000000015
132,86,-492.58700000000044
131,87,-640.5600000000004
130,88,-504.4440000000004
129,89,-499.15500000000065
128,90,-63.25300000000061
127,91,-190.4320000000007
126,92,-555.3450000000012
135,84,-28.638999999999214
134,85,-123.97899999999936
133,86,-320.66300000000047
132,87,-433.0609999999997
131,88,-716.1470000000008
130,89,-410.4470000000001
129,90,-697.2199999999993
128,91,333.2230000000018
127,92,-894.0469999999987
126,93,-263.04899999999907
136,84,-276.53800000000047
135,85,-54.25200000000041
134,86,-238.0059999999994
133,87,-677.6679999999997
132,88,-737.9089999999997
131,89,-826.2450000000008
130,90,-680.4619999999995
129,91,-431.60299999999916
127,93,-604.9779999999992
137,84,263.7570000000014
136,85,322.72899999999936
135,86,41.35399999999936
134,87,-102.7489999999998
133,88,-846.1229999999996
132,89,-638.9519999999993
131,90,-740.0740000000005
130,91,-415.0629999999983
129,92,-980.0040000000008
138,84,136.26800000000003
137,85,783.0279999999984
136,86,141.95700000000033
135,87,-281.89700000000084
134,88,-409.7950000000001
133,89,-968.2030000000013
132,90,-766.9609999999993
131,91,-985.6389999999992
130,92,-927.1660000000011
129,93,-575.3590000000004
138,85,668.0080000000016
137,86,529.7380000000012
136,87,242.32900000000154
135,88,-416.755000000001
134,89,-444.9449999999997
133,90,-704.5980000000018
132,91,-562.3859999999986
131,92,-374.7220000000016
130,93,-511.4170000000013
139,85,931.018
138,86,615.0980000000018
137,87,378.6140000000014
136,88,-224.16800000000148
135,89,-805.851999999999
134,90,-624.4190000000017
133,91,-957.6490000000013
132,92,-787.3100000000013
131,93,-477.75199999999677
139,86,724.143
138,87,550.601999999999
137,88,153.0440000000017
136,89,-162.6949999999997
135,90,-619.8070000000007
134,91,-723.3600000000006
133,92,-227.9989999999998
132,93,-481.9019999999982
140,86,897.1939999999995
