N,Z,residual(keV)
137,89,49.60100000000239
136,90,266.14900000000125
135,91,-39.10000000000218
134,92,339.29699999999866
133,93,298.77700000000186
141,86,456.33500000000276
140,87,327.0450000000019
139,88,406.96399999999994
138,89,150.21500000000015
137,90,375.9589999999989
136,91,133.1710000000021
135,92,328.93399999999747
134,93,249.21800000000076
142,86,171.76600000000326
141,87,416.52100000000064
140,88,248.49399999999878
139,89,250.55399999999645
138,90,384.1990000000005
137,91,223.39900000000125
136,92,389.400999999998
134,94,112.40900000000693
143,86,-51.200000000004366
142,87,124.45300000000134
141,88,327.26300000000265
140,89,178.5360000000037
139,90,294.117000000002
138,91,292.74800000000323
137,92,426.119999999999
136,93,188.57799999999406
135,94,205.82399999999325
134,95,104.21399999999994
143,87,63.16900000000169
142,88,190.30599999999686
141,89,264.0859999999957
140,90,202.41200000000026
139,91,148.14300000000367
138,92,390.11699999999837
137,93,132.01499999999942
136,94,139.9699999999939
144,87,-226.9250000000029
143,88,5.5879999999961
142,89,167.15299999999843
141,90,132.11099999999715
140,91,116.03800000000047
139,92,231.4519999999975
138,93,118.58600000000297
137,94,35.77700000000186
145,87,-332.96600000000035
144,88,-164.6449999999968
143,89,95.4230000000025
142,90,217.40999999999622
141,91,99.24900000000343
140,92,248.84500000000116
138,94,148.41500000000087
146,87,-539.7479999999996
145,88,-425.03800000000047
144,89,-214.86300000000483
143,90,35.54200000000128
142,91,144.30999999999767
141,92,52.41099999999278
140,93,-143.1690000000017
139,94,11.236000000004424
137,96,-169.86000000000058
146,88,-434.3709999999992
145,89,-343.3050000000003
144,90,-116.1420000000071
143,91,-22.12999999999738
142,92,258.7589999999982
141,93,-162.39400000000023
140,94,74.08599999999569
138,96,-214.2890000000043
146,89,-423.3399999999965
145,90,-375.5460000000021
144,91,-76.89900000000489
143,92,41.98199999999633
142,93,-34.95599999999831
141,94,-69.65400000000227
140,95,-342.39800000000105
147,89,-362.5020000000004
146,90,-268.0969999999943
145,91,-237.84500000000116
144,92,24.28200000000652
143,93,-229.2060000000056
142,94,175.4079999999958
140,96,-178.87999999999738
147,90,-365.002999999997
146,91,-153.07600000000093
145,92,-228.36699999999837
144,93,-231.70099999999366
143,94,-138.9380000000092
141,96,-230.94900000000052
139,98,-412.6450000000041
147,91,-160.95700000000215
146,92,26.632000000005064
145,93,-389.502999999997
144,94,-91.85199999999895
143,95,-494.17899999999645
142,96,18.50300000000425
147,92,-103.53200000000652
146,93,-162.49500000000262
145,94,-382.9800000000032
144,95,-502.3399999999965
143,96,-284.8380000000034
148,92,125.39700000000448
147,93,-97.27100000000064
146,94,-6.880999999993946
145,95,-634.989999999998
144,96,-214.6779999999926
142,98,-125.58100000000559
148,93,-6.485000000000582
147,94,-93.68500000000495
146,95,-344.6650000000009
145,96,-472.5300000000061
149,93,-169.5239999999976
148,94,207.67599999999948
147,95,-257.2859999999928
146,96,-44.500999999996566
144,98,-268.0179999999964
149,94,-18.53899999999703
148,95,42.50499999999738
147,96,-70.36399999999412
146,97,-313.471000000005
150,94,203.82099999999627
149,95,-48.76499999999942
148,96,269.7350000000006
147,97,-241.27500000000146
146,98,-130.40400000000227
151,94,-11.326999999997497
150,95,198.51699999999983
149,96,67.32400000000052
148,97,-31.624000000003434
147,98,-157.24900000000343
152,94,0.6720000000059372
150,96,375.8119999999908
149,97,-175.887999999999
148,98,119.2280000000028
147,99,-392.19800000000396
146,100,-98.71300000000338
151,96,149.1050000000032
150,97,95.22099999999773
149,98,-132.9079999999958
148,99,-19.70700000000943
152,96,262.44800000000396
151,97,28.853000000002794
150,98,200.35100000000966
148,100,212.39300000001094
153,96,58.495999999999185
152,97,1.7329999999928987
151,98,-6.467000000018743
149,100,51.84300000000803
148,101,-304.5479999999952
154,96,148.8880000000063
153,97,-25.894000000014785
152,98,149.4360000000015
150,100,326.8929999999964
149,101,-417.0599999999977
155,96,-38.81900000000314
154,97,99.58100000000559
153,98,-36.21899999999732
152,99,-123.05299999999988
151,100,20.00800000000163
150,101,-83.95100000001548
154,98,138.11000000000058
153,99,-60.2899999999936
152,100,84.5109999999986
151,101,-310.7820000000065
150,102,74.56999999999243
155,98,-40.937999999994645
154,99,-64.81399999999849
153,100,-102.45100000000093
151,102,-143.00400000000081
150,103,-381.32899999998335
156,98,-9.205000000001746
155,99,-109.54899999999907
154,100,170.52099999999336
152,102,-54.987999999997555
151,103,-514.3129999999946
156,99,-5.063000000009197
155,100,43.064999999987776
154,101,-151.73099999998522
153,102,-173.2660000000178
152,103,-452.2950000000128
156,100,162.69599999999627
154,102,87.24599999999919
153,103,-431.0969999999943
152,104,-168.50800000000163
157,100,61.036999999996624
156,101,-134.12799999999697
155,102,-62.636000000013155
153,104,-300.91100000000733
152,105,-612.6150000000052
157,101,-183.64999999999418
154,104,-114.66199999999662
153,105,-603.3969999999972
157,102,-32.619000000006054
154,105,-374.3790000000008
154,106,-150.9050000000134
157,104,-132.7670000000071
155,106,-383.8960000000079
154,107,-516.9900000000052
156,106,-160.72799999998824
155,107,-611.4809999999998
156,108,-361.23500000001513
157,108,-427.3550000000105
158,108,-26.22499999999127
157,109,-871.119000000006
159,110,-171.52900000000955
160,110,171.2840000000142
