8,8,-667.0021699999993
9,8,-138.76421000000005
8,9,-498.299
10,8,597.18366
9,9,733.112
8,10,327.6170000000002
11,8,682.8580000000002
10,9,722.5548799999999
9,10,712.0540000000001
8,11,-200.61599999999999
12,8,1166.172
11,9,-207.463
10,10,-651.93217
9,11,-419.5110000000004
8,12,547.6939999999995
13,8,-77.96600000000126
12,9,1012.395
11,10,-651.7759999999998
10,11,-904.857
9,12,1083.8510000000006
14,8,153.03199999999924
13,9,53.376000000000204
12,10,-174.71600000000035
11,11,-311.3909999999996
10,12,-309.986
15,8,-868.6290000000008
14,9,465.2629999999999
13,10,-254.04500000000007
12,11,-559.8535200000006
11,12,-463.6750000000002
10,13,-791.9290000000001
16,8,-1739.5960000000014
15,9,-45.48400000000038
14,10,418.3580000000002
13,11,-1027.9009999999998
12,12,-463.5779999999995
11,13,-1078.812
10,14,165.1859999999997
17,8,-1490.9700000000012
16,9,-255.83300000000054
15,10,174.49700000000007
14,11,512.1859999999997
13,12,-382.78199999999924
12,13,-545.9740000000002
11,14,777.3220000000001
18,8,-988.9590000000026
17,9,284.65499999999884
16,10,461.114
15,11,359.22000000000025
14,12,285.45600000000013
13,13,-190.1389999999992
12,14,288.9970000000003
18,9,613.4779999999992
17,10,760.9099999999999
16,11,492.20899999999983
15,12,153.40600000000086
14,13,-386.8640000000014
13,14,-194.5049999999992
12,15,-229.03200000000004
19,9,743.7960000000057
18,10,789.7379999999994
17,11,361.68499999999995
16,12,80.05400000000009
15,13,-370.71900000000096
14,14,-712.7971099999995
13,15,-367.85599999999977
12,16,-306.797
20,9,350.1900000000023
19,10,219.80299999999988
18,11,709.9940000000001
17,12,577.6399999999994
16,13,-147.7619999999988
15,14,-355.0815399999992
14,15,-472.84899999999834
13,16,125.57700000000023
20,10,-59.88000000000102
19,11,524.6700000000001
18,12,628.6270000000004
17,13,-244.11599999999999
16,14,87.03800000000047
15,15,679.1440000000002
14,16,150.74599999999919
13,17,-405.4520000000002
21,10,-868.4059999999954
20,11,-113.96899999999914
19,12,1037.848
18,13,29.290999999999258
17,14,30.962999999999738
16,15,339.45558000000165
15,16,497.46900000000096
14,17,-164.55199999999968
21,11,-959.8480000000018
20,12,611.099
19,13,30.631999999999607
18,14,-297.6889999999985
17,15,-74.8760000000002
16,16,934.4628599999996
15,17,-4.706000000000131
14,18,-300.35199999999986
22,11,-1479.8869999999988
21,12,-537.1270000000004
20,13,772.6180000000004
19,14,155.67199999999866
18,15,-437.34999999999854
17,16,574.1417000000001
16,17,516.6599999999999
15,18,-144.29500000000007
23,11,-759.885999999995
22,12,-1356.6759999999995
21,13,682.3809999999999
20,14,278.3159999999989
19,15,-628.7020000000011
18,16,-21.688999999998487
17,17,799.9140000000007
16,18,41.706999999998516
23,12,-1090.214
22,13,-193.73
21,14,748.5200000000004
20,15,-547.8090000000011
19,16,-206.20999999999913
18,17,-13.531999999999243
17,18,112.71099999999933
16,19,-362.89300000000003
24,12,-659.8410000000003
23,13,250.38400000000001
22,14,373.875
21,15,248.95500000000175
20,16,-444.1409999999996
19,17,-752.0080000000016
18,18,48.45799999999872
17,19,-707.1820000000007
16,20,-421.16600000000017
25,12,-568.5220000000008
24,13,139.5640000000003
23,14,798.4880000000003
22,15,-26.011999999998807
21,16,223.57400000000052
20,17,-511.5519999999997
19,18,-67.67900000000009
18,19,-140.20100000000093
17,20,-276.0699999999997
24,14,519.701
23,15,268.4349999999995
22,16,48.78399999999965
21,17,-458.1160000000018
20,18,-274.8269999999975
19,19,-220.7599999999984
18,20,-248.5030000000006
25,14,740.3519999999999
24,15,125.36399999999958
23,16,277.32800000000134
22,17,189.78199999999924
21,18,67.80500000000029
20,19,-667.1953500000018
19,20,-552.7069999999985
18,21,-352.72600000000057
26,14,586.8760000000002
25,15,-99.18900000000122
